Country,State,City,Lat,Log
France,Île-de-France,Chaville,48.8086,2.1886
Italy,Tuscany,Pontassieve,43.775,11.4375
Russia,Ryazanskaya Oblast’,Ryazhsk,53.7,40.05
Brazil,São Paulo,Pompéia,-22.1089,-50.1719
Burkina Faso,Boucle du Mouhoun,Boromo,11.75,-2.9333
Albania,Tiranë,Kavajë,41.1842,19.5619
United States,New Jersey,Palisades Park,40.8472,-73.9966
Brazil,Ceará,Uruburetama,-3.625,-39.5078
France,Normandie,Mont-Saint-Aignan,49.463,1.0883
Ireland,Wexford,Wexford,52.3383,-6.4617
Canada,Ontario,South Frontenac,44.5081,-76.4939
Morocco,Rabat-Salé-Kénitra,Douar Lamrabih,34.8167,-5.8167
Czechia,Jihomoravský Kraj,Blansko,49.3631,16.6431
Costa Rica,Heredia,Puerto Viejo,10.5737,-83.9548
Costa Rica,Alajuela,Guácima,9.9613,-84.2588
South Africa,Free State,Reitz,-27.8,28.4333
Kyrgyzstan,Chüy,Voyenno-Antonovka,42.8738,74.4406
Denmark,Midtjylland,Skive,56.5638,9.0402
Morocco,Casablanca-Settat,Oulad Fraj,32.9667,-8.2333
Mexico,Guerrero,Cruz Grande,16.7333,-99.1333
Algeria,Ouargla,Taïbet,33.0833,6.3833
Thailand,Phitsanulok,Ban Klang,16.976,100.56
India,Kerala,Talayāzham,9.6986,76.4236
Brazil,Minas Gerais,Monte Alegre de Minas,-18.8708,-48.8808
United Kingdom,Stockport,Hazel Grove,53.375,-2.111
Germany,Schleswig-Holstein,Bad Schwartau,53.9194,10.6975
United States,Pennsylvania,Silver Spring,40.2503,-77.0567
Algeria,Chlef,Abou el Hassan,36.4167,1.2
India,Andhra Pradesh,Pargi,17.1756,77.8781
Venezuela,Trujillo,Motatán,9.3931,-70.5933
India,Tamil Nādu,Sivagiri,9.33,77.43
India,Tamil Nādu,Nelkattumseval,9.2361,77.4606
Mali,Mopti,Diondiori,14.6167,-4.7667
Germany,North Rhine-Westphalia,Kürten,51.0497,7.2667
Pakistan,Khyber Pakhtunkhwa,Akora,34.0006,72.1217
Brazil,Minas Gerais,Medina,-16.2228,-41.4769
Colombia,Antioquia,Frontino,6.7833,-76.1333
India,Andhra Pradesh,Erragondapālem,16.0397,79.3043
Dominican Republic,Cibao Norte,Río Grande,19.73,-70.8
India,Mahārāshtra,Aurād Shāhjahāni,18.0958,76.8881
Greece,Attikí,Koropí,37.9,23.8733
Peru,Puno,Ayaviri,-14.8818,-70.5901
Zambia,Western,Sesheke,-17.4667,24.3
India,Madhya Pradesh,Bhitarwār,25.7922,78.1108
Morocco,Fès-Meknès,Tahla,34.05,-4.42
Brazil,São Paulo,Regente Feijó,-22.2208,-51.3028
United States,Missouri,Rolla,37.9459,-91.7607
India,Gujarāt,Kherālu,23.88,72.62
United States,New York,East Massapequa,40.6742,-73.4359
Nicaragua,Estelí,La Trinidad,12.5578,-86.1835
India,Tamil Nādu,Mattigiri,12.698,77.8083
India,Tamil Nādu,Ālampālaiyam,11.3635,77.7677
Netherlands,Zuid-Holland,Alblasserdam,51.8667,4.6667
United Kingdom,Dorset,Dorchester,50.7154,-2.4367
India,Madhya Pradesh,Teonthar,24.9821,81.6419
India,Kerala,Karukachal,9.5,76.6333
Brazil,Sergipe,Aquidabã,-10.2833,-37.0333
Philippines,Surigao del Norte,Del Carmen,9.869,125.97
India,West Bengal,Farakka,24.819,87.911
Brazil,Minas Gerais,Turmalina,-17.2856,-42.73
Brazil,Bahia,Belmonte,-15.8628,-38.8828
Sierra Leone,Southern,Pujehun,7.3506,-11.7181
Germany,Thuringia,Leinefelde,51.3833,10.3333
Pakistan,Balochistan,Bela,26.2267,66.3113
India,Kerala,Vettikkavala,8.9833,76.8167
Philippines,Nueva Vizcaya,Villa Verde,16.6067,121.1828
Canada,Quebec,Rivière-du-Loup,47.8333,-69.5333
Spain,Valencia,Silla,39.3611,-0.4114
Mexico,Guanajuato,Huanímaro,20.3675,-101.4969
United Kingdom,Knowsley,Halewood,53.3599,-2.84
Slovakia,Bratislava,Senec,48.2189,17.3997
Moldova,Găgăuzia,Comrat,46.3003,28.6572
Germany,Bavaria,Donauwörth,48.7,10.8
Italy,Lombardy,Pallazzolo sull’Oglio,45.6,9.8833
Denmark,Sjælland,Nykøbing Falster,54.7655,11.8751
South Africa,Northern Cape,Barkly West,-28.5381,24.5186
Brazil,Bahia,Caravelas,-17.7319,-39.2658
Thailand,Bueng Kan,Bueng Kan,18.3254,103.6704
Argentina,Santa Fe,Gálvez,-32.0333,-61.2167
Cameroon,Centre,Nkoteng,4.5167,12.0333
Azerbaijan,Biləsuvar,Biləsuvar,39.4553,48.5458
Portugal,Braga,Celorico de Basto,41.3869,-8.0022
Spain,Castille-Leon,Medina del Campo,41.3,-4.9167
Belarus,Minskaya Voblasts’,Mar’’ina Horka,53.5072,28.1522
India,Uttar Pradesh,Kulpahār,25.319,79.641
Poland,Dolnośląskie,Lubań,51.1181,15.2889
Italy,Calabria,Montalto Uffugo,39.4,16.15
United States,California,La Cañada Flintridge,34.2097,-118.2002
Japan,Kagoshima,Satsuma,31.9056,130.4556
United States,Massachusetts,Bourne,41.7233,-70.5816
United States,New York,Nanuet,41.0957,-74.0155
Mexico,Jalisco,Villa Hidalgo,21.6667,-102.6
Turkey,Eskişehir,Sivrihisar,39.45,31.5378
United States,Washington,Port Angeles,48.1141,-123.4565
Australia,Western Australia,Kwinana,-32.2394,115.7702
Belgium,Flanders,Denderleeuw,50.8833,4.0667
Brazil,Bahia,Piatã,-13.1519,-41.7728
Côte d’Ivoire,Bas-Sassandra,Yabayo,5.9388,-6.5983
South Africa,Northern Cape,Douglas,-29.05,23.7667
India,Mahārāshtra,Lonār,19.9853,76.5205
United States,Ohio,Mayfield Heights,41.5174,-81.4534
Germany,North Rhine-Westphalia,Waldbröl,50.8789,7.615
India,Karnātaka,Vīrarājendrapet,12.1964,75.8051
Brazil,Minas Gerais,Barroso,-21.1869,-43.9758
Denmark,Midtjylland,Skanderborg,56.0313,9.9317
United Kingdom,North Tyneside,Killingworth,55.0318,-1.5557
Pakistan,Sindh,Mithi,24.74,69.8
India,Madhya Pradesh,Depālpur,22.8509,75.5422
India,Bihār,Sidhapa,26.5355,86.3355
Czechia,Středočeský Kraj,Brandýs nad Labem-Stará Boleslav,50.1894,14.6672
Mexico,Veracruz,Naranjos,21.3509,-97.6866
Tajikistan,Nohiyahoi Tobei Jumhurí,Ėsanboy,38.0833,68.3833
India,Rājasthān,Dhorīmanna,25.1997,71.4331
Germany,Bavaria,Dillingen,48.5667,10.4667
Algeria,Jijel,El Ancer,36.8,6.1667
Madagascar,Fianarantsoa,Mahaditra,-21.75,47.1
Algeria,Ouargla,Temacine,33.0219,6.0228
Ukraine,Donetska Oblast,Lyman,48.9853,37.8111
Bolivia,Potosí,Llallagua,-18.4167,-66.5833
Egypt,Asyūţ,Banī Murr,27.224,31.1955
Brazil,Santa Catarina,Schroeder,-26.4128,-49.0728
Thailand,Krung Thep Maha Nakhon,Ban Wat Sala Daeng,13.8097,100.3589
Algeria,Mostaganem,Mesra,35.8333,0.1667
Guinea,Mamou,Pita,11.08,-12.401
India,Kerala,Kārtikapalli,9.2603,76.4498
Tajikistan,Nohiyahoi Tobei Jumhurí,Durbat,38.5333,68.6333
China,Guizhou,Guding,26.4876,107.446
China,Guizhou,Diguapo,25.6988,104.9614
United Kingdom,Derbyshire,Buxton,53.259,-1.911
Italy,Lazio,Ferentino,41.6833,13.25
Tajikistan,Nohiyahoi Tobei Jumhurí,Lohur,38.3833,68.7
Switzerland,Zürich,Bülach,47.5189,8.5422
India,Madhya Pradesh,Kannod,22.6676,76.7429
Mexico,Chiapas,Teopisca,16.55,-92.5
Syria,Ḩimş,Kafr Lāhā,34.8947,36.4958
Japan,Hokkaidō,Fukagawa,43.7178,142.0403
Congo (Brazzaville),Cuvette,Makoua,-0.0067,15.6181
Greece,Stereá Elláda,Thebes,38.3208,23.3178
Brazil,Bahia,Mutuípe,-13.2289,-39.505
Brazil,Pernambuco,São Joaquim do Monte,-8.4319,-35.8039
Czechia,Královéhradecký Kraj,Náchod,50.4169,16.1631
India,Bihār,Bhopatpur,26.4495,84.8545
United States,Missouri,Affton,38.5499,-90.3264
Chile,Biobío,Yumbel,-37.1333,-72.5333
Colombia,Sucre,Tolú Viejo,9.45,-75.45
Guatemala,Jutiapa,Atescatempa,14.175,-89.7417
Canada,Ontario,Port Colborne,42.8833,-79.25
Burundi,Bubanza,Bubanza,-3.0833,29.4
Japan,Ishikawa,Hakui,36.8936,136.779
Japan,Miyazaki,Takanabe,32.1281,131.5033
Venezuela,Amazonas,La Esmeralda,3.1739,-65.5467
Germany,Bavaria,Moosburg,48.4667,11.9333
Brazil,Minas Gerais,Manhumirim,-20.3578,-41.9578
Spain,Andalusia,Cabra,37,28
Italy,Veneto,Cittadella,45.6486,11.7836
Morocco,Béni Mellal-Khénifra,Tarhzirt,32.4333,-6.1833
France,Auvergne-Rhône-Alpes,Cournon-d’Auvergne,45.7422,3.1972
Algeria,Chlef,Sidi Merouane,36.5333,1.3333
Burma,Ayeyarwady,Ngathainggyaung,17.4,95.0833
Benin,Couffo,Kissa,7.0333,1.7833
Italy,Veneto,Oderzo,45.7808,12.4928
Australia,New South Wales,Kurri Kurri,-32.8167,151.4833
China,Guizhou,Jiangjiehe,27.2618,107.3886
Romania,Timiş,Dumbrăviţa,45.8,21.25
Germany,Saxony,Borna,51.1167,12.5
Morocco,Tanger-Tétouan-Al Hoceïma,Aït Bouchta,35.0986,-3.8397
Thailand,Nan,Nan,18.7833,100.7833
Ecuador,Manabí,Calceta,-0.84,-80.17
Mexico,Jalisco,Etzatlán,20.7667,-104.0833
Brazil,Santa Catarina,Presidente Getúlio,-27.0508,-49.6228
India,Kerala,Kandakkadava,9.7,76.3
Brazil,Pernambuco,Rio Formoso,-8.6639,-35.1589
India,Punjab,Gorāya,31.1241,75.7724
United States,Texas,Alamo,26.181,-98.1177
Brazil,Rio Grande do Sul,Tupanciretã,-29.0808,-53.8358
Italy,Veneto,Piove di Sacco,45.2977,12.0368
United Kingdom,Blackpool,Bispham,53.852,-3.041
Ukraine,Kharkivska Oblast,Liubotyn,49.9483,35.9294
Afghanistan,Helmand,Sangīn,32.0733,64.8339
Bahrain,Al ‘Āşimah,Sitrah,26.12,50.65
Central African Republic,Haut-Mbomou,Zemio,5.0333,25.1333
Cameroon,North-West,Bamukumbit,5.8167,10.4167
Cameroon,Ouest,Bamumkumbit,5.8167,10.4167
China,Hunan,Sanjianxiang,27.5425,111.3475
United Kingdom,Richmond upon Thames,Hampton,51.422,-0.367
India,Rājasthān,Shri Mahāvīrji,26.6833,76.9167
India,Karnātaka,Tadas,15.1333,75.1167
India,Bihār,Asarganj,25.15,86.68
India,Uttar Pradesh,Rankhandi,29.6167,77.65
India,Bihār,Bhaluhār,24.82,84.65
India,Madhya Pradesh,Mandi Bamora,24.08,78.08
India,Gujarāt,Bareja,22.85,72.5833
India,Gujarāt,Sikka,22.4244,69.842
India,Haryāna,Mūnak,29.5203,76.8401
India,Uttar Pradesh,Pīrbahora,28.364,79.415
India,Karnātaka,Hudli,15.88,74.56
India,Andhra Pradesh,Mangapet,18.25,80.52
India,Bihār,Bāzidpur Madhaul,25.5236,85.4572
India,Rājasthān,Suroth,26.8098,77.147
India,Gujarāt,Sujnipur,23.9667,71.8167
India,Andhra Pradesh,Marjampād,16.592,79.908
India,Punjab,Sohāna,30.6833,76.7
India,Mahārāshtra,Chimthāna,21.18,74.69
India,Karnātaka,Ankalgi,16.0333,74.7
India,Andhra Pradesh,Kothanūru,16.0022,81.0417
India,Karnātaka,Tuminkatti,14.4131,75.6206
India,Mahārāshtra,Nāranda,19.7739,79.1365
India,Assam,Sonāimukh,24.7333,92.8903
Kenya,Samburu,Baragoi,1.784,36.786
Lebanon,Mont-Liban,Kfar Kiddé,34.2028,35.6544
Lebanon,Liban-Sud,El Bâzoûrîyé,33.2539,35.2717
Moldova,Stînga Nistrului,Slobozia,46.7293,29.7045
Madagascar,Toliara,Ampasimena,-24.3687,47.163
Madagascar,Antananarivo,Mandrosohasina,-19.5817,47.1709
Madagascar,Mahajanga,Ambalakirajy,-15.7464,48.5184
Madagascar,Toamasina,Rantabe,-15.7023,49.6391
Madagascar,Antananarivo,Mandiavato,-19.0925,47.0233
Madagascar,Toamasina,Ambatosoratra,-17.6134,48.514
Madagascar,Antananarivo,Antsampandrano,-19.544,47.5921
Madagascar,Fianarantsoa,Tsararafa,-22.7196,47.7996
Madagascar,Toliara,Analapatsy,-24.2547,47.2061
Madagascar,Antsiranana,Tsarabaria,-13.7584,49.9466
Madagascar,Antananarivo,Soavina Antanety,-19.7983,46.7362
Madagascar,Fianarantsoa,Bekatra Maromiandra,-22.0994,47.7187
Burma,Chin State,Tiddim,23.3758,93.6539
Burma,Chin State,Hakha,22.6428,93.6096
Mexico,San Luis Potosí,Cárdenas,22.01,-99.652
Malaysia,Pahang,Kuala Lipis,4.184,102.042
Papua New Guinea,Morobe,Bulolo,-7.2,146.65
Pakistan,Punjab,Gahi Mammar,29.7375,71.9575
Portugal,Porto,Alfena,41.2381,-8.5253
Senegal,Louga,Kébémer,15.3667,-16.4333
El Salvador,Cabañas,Tejutepeque,13.85,-88.9
Turkey,Tekirdağ,Velimeşe,41.25,27.8833
Tanzania,Morogoro,Mikumi,-7.4072,36.9722
Tanzania,Tanga,Muheza,-5.1739,38.7875
Uzbekistan,Andijon,Sultonobod,40.7644,72.9764
South Africa,Eastern Cape,Indwe,-31.466,27.333
Finland,Varsinais-Suomi,Naantali,60.4667,22.0333
Mexico,Tamaulipas,Ciudad Miguel Alemán,26.4003,-99.0253
Algeria,Djelfa,’Aïn Mabed,34.8,3.1333
Romania,Bacău,Comăneşti,46.4297,26.45
India,Punjab,Garhshankar,31.2154,76.1415
Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Beloyarskiy,63.7167,66.6667
United States,Ohio,Forest Park,39.2861,-84.5258
Madagascar,Antananarivo,Vasiana,-19.6376,46.2352
Italy,Emilia-Romagna,Salsomaggiore Terme,44.8156,9.9783
Germany,Saarland,Dillingen,49.35,6.7333
Turkey,Zonguldak,Kilimli,41.4833,31.8333
Iran,Fārs,Evaz,27.76,54.0067
United Kingdom,Antrim and Newtownabbey,Antrim,54.7176,-6.1997
Bulgaria,Lovech,Troyan,42.8915,24.7105
Germany,Thuringia,Schmalkalden,50.7167,10.45
India,Bihār,Sanrh Majhgawan,24.6845,85.365
India,West Bengal,Palāshi,23.8,88.25
Brazil,Ceará,Coreaú,-3.5328,-40.6569
France,Île-de-France,Chilly-Mazarin,48.7025,2.3125
Morocco,Rabat-Salé-Kénitra,Sidi Taibi,34.1917,-6.6845
Honduras,Ocotepeque,San Marcos,14.4093,-88.9545
India,Kerala,Kumīl,8.7833,76.9333
Japan,Yamagata,Shōnai,38.8499,139.9047
United States,Utah,West Haven,41.2083,-112.0541
Japan,Wakayama,Shirahama,33.6817,135.3444
Brazil,Minas Gerais,Vazante,-17.9869,-46.9078
United States,Ohio,Whitehall,39.9682,-82.8833
United States,Oklahoma,Sand Springs,36.1353,-96.1283
India,Karnātaka,Shīrūru,13.908,74.6058
United Kingdom,Durham,Seaham,54.84,-1.34
Philippines,Antique,Valderrama,11.0036,122.1294
India,Mahārāshtra,Vairāg,18.05,75.8
India,Kerala,Valiyakumāramangalam,9.8333,76.7833
United States,New Jersey,Maple Shade,39.952,-74.995
India,Karnātaka,Kadakola,12.1922,76.6653
Russia,Tatarstan,Buinsk,54.9667,48.2833
Netherlands,Utrecht,Vianen,51.9833,5.1
Brazil,São Paulo,Buri,-23.7975,-48.5928
Argentina,Buenos Aires,Matheu,-34.3667,-58.8333
Morocco,Béni Mellal-Khénifra,El Ksiba,32.5681,-6.0308
Brazil,Paraná,Tibagi,-24.5089,-50.4139
France,Île-de-France,Maurepas,48.76,1.95
South Africa,North West,Itsoseng,-26.083,25.882
United States,Massachusetts,Hudson,42.3887,-71.5465
Brazil,Minas Gerais,Alpinópolis,-20.8639,-46.3878
Mali,Kayes,Bafoulabé,13.8064,-10.8322
Nicaragua,Rivas,Altagracia,11.5667,-85.5833
France,Île-de-France,Carrières-sous-Poissy,48.9486,2.0394
Cambodia,Kampong Thom,Kampong Thum,12.712,104.889
United States,Pennsylvania,West Whiteland,40.0227,-75.6239
Croatia,Sisačko-Moslavačka Županija,Petrinja,45.4375,16.29
Madagascar,Antananarivo,Ampefy,-19.0429,46.7344
India,Rājasthān,Bhasāwar,27.0361,77.0528
Portugal,Santarém,Coruche,38.9581,-8.5283
Hungary,Heves,Hatvan,47.6681,19.6697
Germany,North Rhine-Westphalia,Wilnsdorf,50.8167,8.1
United States,California,La Crescenta-Montrose,34.2322,-118.2353
Brazil,Sergipe,Carira,-10.3581,-37.7008
Italy,Puglia,Acquaviva delle Fonti,40.9,16.85
Rwanda,Southern Province,Butare,-2.6,29.75
United States,Michigan,Ypsilanti,42.244,-83.6208
United Kingdom,Salford,Irlam,53.445,-2.422
India,Kerala,Venmani,9.2444,76.6131
India,Gujarāt,Dharampur,20.53,73.18
Mozambique,Gaza,Mapai,-22.7306,32.0583
Philippines,Lanao del Sur,Mulundo,7.93,124.38
Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,Tarko-Sale,64.9167,77.8
India,Bihār,Koskāpur,26.0216,87.2279
Madagascar,Antsiranana,Doany,-14.374,49.5196
Spain,Madrid,San Martín de la Vega,40.2094,-3.5722
India,Bihār,Chatiā,26.5396,84.566
India,West Bengal,Andāl,23.6,87.2
Iran,Gīlān,Sīāhkal,37.1536,49.8711
Germany,North Rhine-Westphalia,Nottuln,51.9167,7.2833
Montenegro,Ulcinj,Ulcinj,41.92,19.2
United States,Oklahoma,Claremore,36.3146,-95.6095
India,Punjab,Dhanaula,30.28,75.58
India,Kerala,Palliman,8.9,76.7139
Australia,Tasmania,Burnie,-41.0636,145.8753
Algeria,Tipaza,Merad,36.4667,2.4333
Ethiopia,Āmara,Bichena,10.45,38.2
Spain,Andalusia,Chipiona,36.7333,-6.4333
China,Guizhou,Yuancun,27.454,106.6649
United States,Virginia,Lincolnia,38.8158,-77.1543
Italy,Lombardy,Novate Milanese,45.5333,9.1333
India,Tamil Nādu,Senapparetti,10.9625,78.1132
India,Uttar Pradesh,Pukhrāyān,26.23,79.85
Canada,Quebec,Saint-Augustin-de-Desmaures,46.7333,-71.4667
United States,Illinois,Mokena,41.5327,-87.8781
Portugal,Setúbal,Piedade,38.6703,-9.1595
United States,New Jersey,Sparta,41.0486,-74.6264
France,Occitanie,Cahors,44.4483,1.4414
Japan,Chiba,Sakae,35.8333,140.25
Thailand,Chiang Mai,Ban Tha Ton,20.0608,99.3622
Mexico,Jalisco,El Arenal,20.7,-103.6167
Brazil,Pernambuco,Cachoeirinha,-8.4858,-36.2328
Egypt,Al Minūfīyah,Zāwiyat Razīn,30.4125,30.8532
Germany,North Rhine-Westphalia,Hiddenhausen,52.1667,8.6167
Germany,Lower Saxony,Sarstedt,52.2394,9.8606
El Salvador,San Vicente,Apastepeque,13.6667,-88.7667
Iceland,Akureyri,Akureyri,65.6833,-18.1
United States,Texas,Plainview,34.1911,-101.7235
Switzerland,Vaud,Vevey,46.4667,6.85
Mongolia,Dornogovĭ,Saynshand,44.8917,110.1367
Russia,Moskovskaya Oblast’,Kurovskoye,55.5833,38.9167
Brazil,Mato Grosso,Vila Rica,-10.0119,-51.1158
Russia,Sakhalinskaya Oblast’,Okha,53.5889,142.9492
Ethiopia,Oromīya,Nejo,9.5,35.5
Spain,Basque Country,Tolosa,43.1333,-2.0833
United States,Florida,Punta Gorda,26.8941,-82.0513
Germany,Saxony-Anhalt,Oschersleben,52.0167,11.25
Japan,Saitama,Namegawa,36.066,139.361
United States,Massachusetts,Holden,42.3561,-71.8608
Brazil,Ceará,Guatuba,-4.04,-38.6369
Congo (Brazzaville),Bouenza,Loudima Poste,-4.1122,13.06
Japan,Saitama,Kisai,36.1,139.5667
Germany,Rhineland-Palatinate,Mayen,50.3333,7.2167
Honduras,Copán,El Paraíso,15.0253,-88.9831
India,Punjab,Gil,30.8469,75.8636
United States,California,Agoura Hills,34.151,-118.7609
Mali,Koulikoro,Guiré,14.6433,-6.6908
Yemen,Abyan,Zinjibār,13.1283,45.3803
Brazil,Paraná,Andirá,-23.0508,-50.2289
Iraq,Arbīl,Kūysinjaq,36.0828,44.6286
United States,New York,Plattsburgh,44.6951,-73.4563
Indonesia,Papua Barat,Teminabuan,-1.4333,132.0167
India,Andhra Pradesh,Karlapālem,15.9333,80.55
Philippines,Bohol,Dagohoy,9.92,124.28
Brazil,São Paulo,Castilho,-20.8722,-51.4875
Morocco,Fès-Meknès,Bni Frassen,34.3833,-4.3833
Romania,Cluj,Gherla,47.02,23.9
Russia,Penzenskaya Oblast’,Nikolsk,53.7167,46.0667
France,Auvergne-Rhône-Alpes,Bourg-lès-Valence,44.9486,4.8961
United States,Indiana,Shelbyville,39.5352,-85.7793
Uruguay,Canelones,Canelones,-34.5167,-56.2833
Switzerland,Zürich,Opfikon,47.4331,8.5719
Italy,Friuli Venezia Giulia,Sacile,45.9541,12.5027
Nicaragua,Río San Juan,El Castillo de La Concepción,11.0333,-84.4667
Brazil,Santa Catarina,Ibirama,-27.0569,-49.5178
Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of",Orašje,45.0336,18.6933
France,Nouvelle-Aquitaine,Bressuire,46.8408,-0.4872
Mexico,Veracruz,Comapa,19.165,-96.8856
United States,Ohio,Miamisburg,39.6322,-84.2724
Costa Rica,Puntarenas,Quepos,9.4571,-84.1387
India,Madhya Pradesh,Bara Malehra,24.5681,79.3069
Iran,Kohgīlūyeh va Bowyer Aḩmad,Līkak,30.8928,50.0928
Belgium,Wallonia,Boussu,50.4331,3.7961
France,Provence-Alpes-Côte d’Azur,Vence,43.7236,7.1142
India,West Bengal,Umrāpur,24.5863,87.9294
United States,California,Oroville,39.4999,-121.5634
United States,Texas,Universal City,29.5521,-98.3074
Turkey,Adana,Pozantı,37.4278,34.8711
Spain,Aragon,Calatayud,41.35,-1.6333
Mexico,Oaxaca,Zimatlán de Álvarez,16.8667,-96.7833
Papua New Guinea,New Ireland,Kavieng,-2.5667,150.8
United States,Oregon,Altamont,42.198,-121.7248
Morocco,Rabat-Salé-Kénitra,Lalla Mimouna,34.85,-6.0669
Mexico,México,Tepetlixpa,19.0006,-98.8178
Peru,La Libertad,Cartavio,-7.8833,-79.2167
Spain,Madrid,Humanes de Madrid,40.2539,-3.8278
India,Chhattīsgarh,Ratanpur,22.288,82.166
Philippines,Zamboanga del Sur,San Miguel,7.65,123.2678
Germany,North Rhine-Westphalia,Rhede,51.8333,6.7006
Albania,Gjirokastër,Gjirokastër,40.0758,20.1389
Honduras,Olancho,Campamento,14.5514,-86.6646
Finland,Kymenlaakso,Kuusankoski,60.9083,26.6236
United States,Illinois,Harvey,41.6076,-87.652
Bangladesh,Chattogram,Jagatpur,23.6075,90.766
Algeria,Tiaret,Rechaïga,35.4081,1.9733
Ethiopia,Oromīya,Gebre Guracha,9.8,38.4
Mexico,Yucatán,Peto,20.1256,-88.9214
United States,Ohio,Oregon,41.6524,-83.4321
Belgium,Flanders,Sint-Andries,51.1972,3.1803
Brazil,Mato Grosso do Sul,Rio Verde de Mato Grosso,-18.9178,-54.8439
New Zealand,Wellington,Masterton,-40.9667,175.65
Germany,Schleswig-Holstein,Schenefeld,53.6028,9.8233
India,Punjab,Khizrpur,30.5843,76.7572
India,Kerala,Kolavallúr,11.7788,75.6298
Japan,Kagoshima,Makurazaki,31.2731,130.2969
Canada,Ontario,Huntsville,45.3333,-79.2167
United Kingdom,Lincolnshire,Sleaford,52.996,-0.413
Brazil,São Paulo,Pradópolis,-21.3594,-48.0656
India,Tamil Nādu,Jāmbai,11.4678,77.6434
France,Île-de-France,Chevilly-Larue,48.7663,2.3533
Germany,North Rhine-Westphalia,Ennigerloh,51.8367,8.0256
Mexico,Hidalgo,Atlapexco,21.0221,-98.3543
United Kingdom,Leeds,Garforth,53.792,-1.388
Uganda,Dokolo,Dokolo,1.9186,33.17
India,Gujarāt,Anghad,22.3913,72.9946
India,Kerala,Mannūr,10.804,76.4652
India,Tamil Nādu,Mannūr,10.8027,76.4698
Russia,Sverdlovskaya Oblast’,Aramil,56.7,60.8333
India,Bihār,Kochas,25.234,83.9215
India,Odisha,Kāmākhyānagar,20.9338,85.5449
Japan,Fukuoka,Hirokawa,33.2417,130.5514
Thailand,Surat Thani,Ban Na San,8.8004,99.3637
United States,Florida,Bartow,27.8868,-81.8214
United States,Pennsylvania,Whitemarsh,40.104,-75.2483
Brazil,Paraíba,Remígio,-6.966,-35.7951
United States,Pennsylvania,Stroud,41.0001,-75.2173
Canada,Quebec,Sainte-Marthe-sur-le-Lac,45.53,-73.93
United States,Utah,Brigham City,41.5035,-112.0453
Russia,Tatarstan,Agryz,56.5219,52.9975
India,Tamil Nādu,Kannānkurichchi,11.6969,78.1794
Rwanda,Southern Province,Ruhango,-2.2325,29.7803
Morocco,Souss-Massa,Tamri,30.695,-9.825
Slovakia,Banská Bystrica,Brezno,48.8036,19.6381
Brazil,Bahia,Itaparica,-12.8878,-38.6789
Brazil,Goiás,Rubiataba,-15.1639,-49.8028
Madagascar,Fianarantsoa,Nosy Varika,-20.5877,48.5354
India,Kerala,Puttūr,9.04,76.71
Brazil,Ceará,Araripe,-7.2128,-40.0458
Belgium,Flanders,Poperinge,50.85,2.7333
United Kingdom,South Gloucestershire,Stoke Gifford,51.517,-2.548
Norway,Rogaland,Time,58.7333,5.7
Botswana,Southern,Mosopa,-24.7792,25.4183
Denmark,Hovedstaden,Smørumnedre,55.7423,12.3028
United States,New York,Lackawanna,42.8182,-78.8325
United States,Florida,Palm Valley,30.2011,-81.3948
Germany,Baden-Württemberg,Gerlingen,48.8,9.0653
Kyrgyzstan,Jalal-Abad,Massy,41.064,72.6375
Romania,Hunedoara,Vulcan,45.3811,23.2914
United States,Massachusetts,Grafton,42.2085,-71.6838
Philippines,Cebu,Malabuyoc,9.65,123.33
Hong Kong,,Cheung Chau,22.2106,114.0289
United States,California,Albany,37.8897,-122.3018
United States,Ohio,Broadview Heights,41.3196,-81.6779
France,Provence-Alpes-Côte d’Azur,Pertuis,43.695,5.5036
India,Kerala,Kattanam,9.1764,76.5641
Finland,Pohjanmaa,Korsholm,63.1125,21.6778
India,Andhra Pradesh,Ghatkesar,17.4494,78.6853
Panama,Chiriquí,Puerto Armuelles,8.2833,-82.8667
Brazil,Acre,Senador Guiomard,-10.1497,-67.7374
India,Bihār,Bishunpur,26.0868,86.6541
Finland,Etelä-Pohjanmaa,Kurikka,62.6167,22.4
United Kingdom,Kirklees,Mirfield,53.6807,-1.6888
United States,California,Greenfield,36.3242,-121.2428
Germany,Baden-Württemberg,Müllheim,47.8,7.6333
Japan,Shizuoka,Ryūyō,34.6783,137.8167
Morocco,Marrakech-Safi,Jnane Bouih,32.0308,-8.7894
Germany,Lower Saxony,Bückeburg,52.2608,9.0492
United States,Illinois,Crest Hill,41.5723,-88.1124
China,Hainan,Huangtong,19.835,109.8455
Philippines,Leyte,San Miguel,11.2942,124.83
United States,Arizona,Nogales,31.3624,-110.9336
China,Hebei,Xingangli,39.9101,119.5468
Brazil,Minas Gerais,Simonésia,-20.1239,-42.0008
Poland,Opolskie,Prudnik,50.3228,17.5767
